Year,COUNTY,OSHPD_ID,Facility Name,Licensed Bed Classification,License Bed Designation,Licensed Bed Day,Discharges,Census Day,Intra Hospital Transfer from Critical Care
2010.0,San Bernardino,106361323.0,COMMUNITY HOSPITAL OF SAN BERNARDINO,General Acute Care,Intensive Care,4015.0,220.0,4034.0,778
2010.0,San Bernardino,106361339.0,ST. BERNARDINE MEDICAL CENTER,General Acute Care,Intensive Care,9855.0,701.0,13897.0,3483
2010.0,San Bernardino,106361343.0,ST. MARY REGIONAL MEDICAL CENTER,General Acute Care,Intensive Care,7300.0,680.0,8862.0,2151
2010.0,San Bernardino,106361370.0,VICTOR VALLEY COMMUNITY HOSPITAL,General Acute Care,Intensive Care,3650.0,48.0,1563.0,286
2010.0,San Bernardino,106362041.0,HI-DESERT MEDICAL CENTER,General Acute Care,Intensive Care,1460.0,156.0,1033.0,230
2010.0,San Bernardino,106364144.0,DESERT VALLEY HOSPITAL,General Acute Care,Intensive Care,2190.0,158.0,2067.0,668
2010.0,San Bernardino,106364188.0,RANCHO SPECIALTY HOSPITAL,General Acute Care,Intensive Care,2920.0,91.0,2648.0,236
2010.0,San Bernardino,106364231.0,ARROWHEAD REGIONAL MEDICAL CENTER,General Acute Care,Intensive Care,17520.0,1763.0,7991.0,1788
2010.0,San Bernardino,106364268.0,LOMA LINDA UNIVERSITY HEART AND SURGICAL HOSPITAL,General Acute Care,Intensive Care,1460.0,0.0,0.0,0
2010.0,San Diego,106370652.0,ALVARADO HOSPITAL,General Acute Care,Intensive Care,6570.0,267.0,4161.0,1580
2010.0,San Diego,106370658.0,SCRIPPS MERCY HOSPITAL - CHULA VISTA,General Acute Care,Intensive Care,8760.0,666.0,7626.0,2049
2010.0,San Diego,106370673.0,RADY CHILDRENS HOSPITAL - SAN DIEGO,General Acute Care,Intensive Care,19710.0,1519.0,6943.0,0
2010.0,San Diego,106370689.0,SHARP CORONADO HOSPITAL AND HEALTHCARE CENTER,General Acute Care,Intensive Care,1095.0,69.0,408.0,112
2010.0,San Diego,106370694.0,SHARP MEMORIAL HOSPITAL,General Acute Care,Intensive Care,18250.0,620.0,13745.0,3584
2010.0,San Diego,106370705.0,FALLBROOK HOSPITAL DISTRICT,General Acute Care,Intensive Care,1460.0,132.0,855.0,65
2010.0,San Diego,106370714.0,GROSSMONT HOSPITAL,General Acute Care,Intensive Care,25550.0,584.0,12344.0,2864
2010.0,San Diego,106370721.0,KINDRED HOSPITAL - SAN DIEGO,General Acute Care,Intensive Care,2920.0,22.0,1726.0,0
2010.0,San Diego,106370730.0,KAISER FND HOSP - SAN DIEGO,General Acute Care,Intensive Care,8760.0,438.0,5792.0,1152
2010.0,San Diego,106370744.0,SCRIPPS MERCY HOSPITAL,General Acute Care,Intensive Care,8030.0,485.0,6830.0,1888
2010.0,San Diego,106370755.0,PALOMAR MEDICAL CENTER,General Acute Care,Intensive Care,7665.0,594.0,9954.0,4977
2010.0,San Diego,106370759.0,PARADISE VALLEY HOSPITAL,General Acute Care,Intensive Care,3650.0,224.0,2348.0,643
2010.0,San Diego,106370771.0,SCRIPPS MEMORIAL HOSPITAL - LA JOLLA,General Acute Care,Intensive Care,10585.0,492.0,8557.0,783
2010.0,San Diego,106370780.0,TRI-CITY MEDICAL CENTER,General Acute Care,Intensive Care,5110.0,157.0,3116.0,1000
2010.0,San Diego,106370782.0,UNIVERSITY OF CALIF-SAN DIEGO MEDICAL CENTER,General Acute Care,Intensive Care,13108.0,1790.0,10564.0,2120
2010.0,San Diego,106370787.0,PROMISE HOSPITAL OF SAN DIEGO,General Acute Care,Intensive Care,1825.0,67.0,1750.0,0
2010.0,San Diego,106370875.0,SHARP CHULA VISTA MEDICAL CENTER,General Acute Care,Intensive Care,14965.0,473.0,9077.0,2313
2010.0,San Diego,106370977.0,POMERADO HOSPITAL,General Acute Care,Intensive Care,4380.0,280.0,3171.0,1586
2010.0,San Diego,106371256.0,SCRIPPS GREEN HOSPITAL,General Acute Care,Intensive Care,4380.0,476.0,3188.0,1582
2010.0,San Diego,106371394.0,SCRIPPS MEMORIAL HOSPITAL - ENCINITAS,General Acute Care,Intensive Care,4380.0,385.0,3821.0,3435
2010.0,San Diego,106374141.0,"UCSD-LA JOLLA, JOHN M AND SALLY B. THORNTON HOSPITAL",General Acute Care,Intensive Care,4380.0,367.0,4221.0,883
2010.0,San Francisco,106380777.0,CALIFORNIA PACIFIC MED CTR-CALIFORNIA WEST,General Acute Care,Intensive Care,2920.0,138.0,1213.0,289
2010.0,San Francisco,106380857.0,KAISER FND HOSP - SAN FRANCISCO,General Acute Care,Intensive Care,11680.0,352.0,7144.0,2443
2010.0,San Francisco,106380895.0,UCSF MEDICAL CENTER AT MOUNT ZION,General Acute Care,Intensive Care,2555.0,92.0,991.0,374
2010.0,San Francisco,106380929.0,CALIFORNIA PACIFIC MED CTR-PACIFIC CAMPUS,General Acute Care,Intensive Care,10585.0,221.0,7168.0,3725
2010.0,San Francisco,106380933.0,CALIFORNIA PACIFIC MED CTR-DAVIES CAMPUS,General Acute Care,Intensive Care,2920.0,86.0,2380.0,1053
2010.0,San Francisco,106380939.0,SAN FRANCISCO GENERAL HOSPITAL,General Acute Care,Intensive Care,8030.0,412.0,7829.0,1461
2010.0,San Francisco,106380960.0,ST. FRANCIS MEMORIAL HOSPITAL,General Acute Care,Intensive Care,3650.0,271.0,4693.0,1027
2010.0,San Francisco,106380964.0,CALIFORNIA PACIFIC MEDICAL CENTER - ST. LUKES CAMPUS,General Acute Care,Intensive Care,3650.0,185.0,1988.0,275
2010.0,San Francisco,106380965.0,"ST. MARYS MEDICAL CENTER, SAN FRANCISCO",General Acute Care,Intensive Care,13505.0,0.0,3164.0,1374
2010.0,San Francisco,106381154.0,UCSF MEDICAL CENTER,General Acute Care,Intensive Care,31390.0,805.0,22596.0,4554
2010.0,San Francisco,106382715.0,CHINESE HOSPITAL,General Acute Care,Intensive Care,1825.0,41.0,838.0,17
2010.0,San Joaquin,106390846.0,DAMERON HOSPITAL,General Acute Care,Intensive Care,4380.0,214.0,3396.0,939
2010.0,San Joaquin,106390923.0,LODI MEMORIAL HOSPITAL,General Acute Care,Intensive Care,3650.0,193.0,2649.0,788
2010.0,San Joaquin,106391010.0,SAN JOAQUIN GENERAL HOSPITAL,General Acute Care,Intensive Care,5840.0,284.0,3982.0,608
2010.0,San Joaquin,106391042.0,ST. JOSEPHS MEDICAL CENTER OF STOCKTON,General Acute Care,Intensive Care,6520.0,252.0,4708.0,1396
2010.0,San Joaquin,106391056.0,SUTTER TRACY COMMUNITY HOSPITAL,General Acute Care,Intensive Care,2920.0,190.0,1972.0,413
2010.0,San Joaquin,106392287.0,DOCTORS HOSPITAL OF MANTECA,General Acute Care,Intensive Care,2920.0,195.0,1943.0,472
2010.0,San Joaquin,106394009.0,KAISER FND HOSP-MANTECA,General Acute Care,Intensive Care,2190.0,187.0,1557.0,364
2010.0,San Luis Obispo,106400466.0,ARROYO GRANDE COMMUNITY HOSPITAL,General Acute Care,Intensive Care,2920.0,231.0,1627.0,294
2010.0,San Luis Obispo,106400480.0,FRENCH HOSPITAL MEDICAL CENTER,General Acute Care,Intensive Care,2920.0,174.0,1960.0,542
2010.0,San Luis Obispo,106400524.0,SIERRA VISTA REGIONAL MEDICAL CENTER,General Acute Care,Intensive Care,4015.0,149.0,1946.0,433
2010.0,San Luis Obispo,106400548.0,TWIN CITIES COMMUNITY HOSPITAL,General Acute Care,Intensive Care,6570.0,152.0,616.0,420
2010.0,San Mateo,106410782.0,SAN MATEO MEDICAL CENTER,General Acute Care,Intensive Care,2555.0,136.0,1403.0,294
2010.0,San Mateo,106410804.0,KAISER FND HOSP - REDWOOD CITY,General Acute Care,Intensive Care,3650.0,124.0,3049.0,920
2010.0,San Mateo,106410806.0,KAISER FND HOSP - SOUTH SAN FRANCISCO,General Acute Care,Intensive Care,5475.0,165.0,3137.0,827
2010.0,San Mateo,106410817.0,SETON MEDICAL CENTER,General Acute Care,Intensive Care,5110.0,0.0,3679.0,991
2010.0,San Mateo,106410852.0,PENINSULA MEDICAL CENTER,General Acute Care,Intensive Care,8760.0,325.0,4534.0,1602
2010.0,San Mateo,106410891.0,SEQUOIA HOSPITAL,General Acute Care,Intensive Care,7300.0,188.0,2390.0,856
2010.0,Santa Barbara,106420483.0,GOLETA VALLEY COTTAGE HOSPITAL,General Acute Care,Intensive Care,4015.0,237.0,900.0,353
2010.0,Santa Barbara,106420491.0,LOMPOC VALLEY MEDICAL CENTER,General Acute Care,Intensive Care,1842.0,207.0,1323.0,396
2010.0,Santa Barbara,106420514.0,SANTA BARBARA COTTAGE HOSPITAL,General Acute Care,Intensive Care,7300.0,411.0,5406.0,1318
2010.0,Santa Clara,106430705.0,REGIONAL MEDICAL OF SAN JOSE,General Acute Care,Intensive Care,9418.0,701.0,9084.0,1746
2010.0,Santa Clara,106430743.0,EL CAMINO HOSPITAL LOS GATOS,General Acute Care,Intensive Care,2555.0,49.0,1331.0,132
2010.0,Santa Clara,106430763.0,EL CAMINO HOSPITAL,General Acute Care,Intensive Care,8760.0,204.0,6836.0,2012
2010.0,Santa Clara,106430779.0,GOOD SAMARITAN HOSPITAL-SAN JOSE,General Acute Care,Intensive Care,8030.0,334.0,5432.0,1018
2010.0,Santa Clara,106430837.0,OCONNOR HOSPITAL - SAN JOSE,General Acute Care,Intensive Care,5110.0,232.0,5047.0,1625
2010.0,Santa Clara,106430883.0,SANTA CLARA VALLEY MEDICAL CENTER,General Acute Care,Intensive Care,16060.0,531.0,8606.0,1825
2010.0,Santa Clara,106430905.0,STANFORD HOSPITAL,General Acute Care,Intensive Care,24455.0,544.0,16621.0,4507
2010.0,Santa Clara,106431506.0,KAISER FND HOSP - SAN JOSE,General Acute Care,Intensive Care,5110.0,146.0,2041.0,880
2010.0,Santa Clara,106434040.0,LUCILE SALTER PACKARD CHILDRENS HOSP. AT STANFORD,General Acute Care,Intensive Care,16060.0,390.0,11896.0,1554
2010.0,Santa Clara,106434138.0,ST. LOUISE REGIONAL HOSPITAL,General Acute Care,Intensive Care,1460.0,156.0,1424.0,214
2010.0,Santa Clara,106434153.0,KAISER FND HOSP - SANTA CLARA,General Acute Care,Intensive Care,13870.0,343.0,8255.0,2657
2010.0,Santa Cruz,106440755.0,DOMINICAN HOSPITAL-SANTA CRUZ/SOQUEL,General Acute Care,Intensive Care,3650.0,184.0,2728.0,887
2010.0,Santa Cruz,106444013.0,WATSONVILLE COMMUNITY HOSPITAL,General Acute Care,Intensive Care,1095.0,48.0,639.0,222
2010.0,Shasta,106450940.0,SHASTA REGIONAL MEDICAL CENTER,General Acute Care,Intensive Care,12775.0,150.0,2131.0,476
2010.0,Shasta,106450949.0,MERCY MEDICAL CENTER - REDDING,General Acute Care,Intensive Care,12410.0,19.0,1710.0,1519
2010.0,Siskiyou,106470871.0,MERCY MEDICAL CENTER MT. SHASTA,General Acute Care,Intensive Care,1460.0,6.0,126.0,100
2010.0,Siskiyou,106474007.0,FAIRCHILD MEDICAL CENTER,General Acute Care,Intensive Care,1460.0,160.0,706.0,126
2010.0,Solano,106480989.0,KAISER FND HOSP - REHABILITATION CENTER VALLEJO,General Acute Care,Intensive Care,10725.0,275.0,4604.0,1205
2010.0,Solano,106481094.0,SUTTER SOLANO MEDICAL CENTER,General Acute Care,Intensive Care,4380.0,258.0,3398.0,868
2010.0,Solano,106481357.0,NORTH BAY MEDICAL CENTER,General Acute Care,Intensive Care,5840.0,411.0,3351.0,459
2010.0,Solano,106484001.0,NORTH BAY VACAVALLEY HOSPITAL,General Acute Care,Intensive Care,2190.0,142.0,1553.0,293
2010.0,Solano,106484044.0,KAISER FOUNDATION HOSPITAL - VACAVILLE,General Acute Care,Intensive Care,5840.0,135.0,1628.0,487
2010.0,Sonoma,106490919.0,SUTTER MEDICAL CENTER OF SANTA ROSA,General Acute Care,Intensive Care,5840.0,187.0,3256.0,1020
2010.0,Sonoma,106490964.0,HEALDSBURG DISTRICT HOSPITAL,General Acute Care,Intensive Care,1460.0,75.0,529.0,131
2010.0,Sonoma,106491001.0,PETALUMA VALLEY HOSPITAL,General Acute Care,Intensive Care,3285.0,193.0,1305.0,214
2010.0,Sonoma,106491064.0,SANTA ROSA MEMORIAL HOSPITAL-MONTGOMERY,General Acute Care,Intensive Care,5840.0,605.0,7707.0,608
2010.0,Sonoma,106491076.0,SONOMA VALLEY HOSPITAL,General Acute Care,Intensive Care,2190.0,208.0,1105.0,183
2010.0,Sonoma,106491338.0,PALM DRIVE HOSPITAL,General Acute Care,Intensive Care,1825.0,174.0,886.0,264
2010.0,Sonoma,106494019.0,KAISER FND HOSP - SANTA ROSA,General Acute Care,Intensive Care,4530.0,182.0,2450.0,721
2010.0,Stanislaus,106500852.0,DOCTORS MEDICAL CENTER,General Acute Care,Intensive Care,11680.0,374.0,6934.0,1872
2010.0,Stanislaus,106500867.0,"EMANUEL MEDICAL CENTER, INC",General Acute Care,Intensive Care,4380.0,210.0,3084.0,566
2010.0,Stanislaus,106500939.0,MEMORIAL HOSPITAL MEDICAL CENTER - MODESTO,General Acute Care,Intensive Care,8395.0,320.0,8522.0,2810
2010.0,Stanislaus,106500967.0,OAK VALLEY DISTRICT HOSPITAL (2-RH),General Acute Care,Intensive Care,1825.0,77.0,465.0,99
2010.0,Stanislaus,106504042.0,KAISER FND HOSP-MODESTO,General Acute Care,Intensive Care,3900.0,334.0,3322.0,661
2010.0,Sutter,106510882.0,FREMONT MEDICAL CENTER,General Acute Care,Intensive Care,2920.0,0.0,0.0,0
2010.0,Tehama,106521041.0,ST. ELIZABETH COMMUNITY HOSPITAL,General Acute Care,Intensive Care,2920.0,249.0,1322.0,521
2010.0,Tulare,106540734.0,KAWEAH DELTA MEDICAL CENTER,General Acute Care,Intensive Care,14965.0,1435.0,2993.0,204
2010.0,Tulare,106540798.0,SIERRA VIEW DISTRICT HOSPITAL,General Acute Care,Intensive Care,3650.0,219.0,2755.0,630
2010.0,Tulare,106540816.0,TULARE REGIONAL MEDICAL CENTER,General Acute Care,Intensive Care,2920.0,341.0,6121.0,742
2010.0,Tuolumne,106551061.0,TUOLUMNE GENERAL MEDICAL FACILITY,General Acute Care,Intensive Care,1460.0,0.0,0.0,0
2010.0,Tuolumne,106554011.0,SONORA REGIONAL MEDICAL CENTER - GREENLEY,General Acute Care,Intensive Care,2190.0,208.0,1779.0,215
2010.0,Ventura,106560473.0,COMMUNITY MEMORIAL HOSPITAL-SAN BUENAVENTURA,General Acute Care,Intensive Care,3650.0,145.0,2244.0,916
2010.0,Ventura,106560481.0,VENTURA COUNTY MEDICAL CENTER,General Acute Care,Intensive Care,3285.0,642.0,2501.0,1215
2010.0,Ventura,106560492.0,LOS ROBLES HOSPITAL AND MEDICAL CENTER,General Acute Care,Intensive Care,7300.0,393.0,6361.0,1080
2010.0,Ventura,106560501.0,OJAI VALLEY COMMUNITY HOSPITAL,General Acute Care,Intensive Care,1460.0,89.0,402.0,67
2010.0,Ventura,106560508.0,ST. JOHNS PLEASANT VALLEY HOSPITAL,General Acute Care,Intensive Care,2920.0,164.0,701.0,404
2010.0,Ventura,106560521.0,VENTURA COUNTY MEDICAL CENTER - SANTA PAULA  HOSPITAL,General Acute Care,Intensive Care,2190.0,164.0,589.0,209
2010.0,Ventura,106560525.0,SIMI VALLEY HOSPITAL AND HEALTH CARE SVCS-SYCAMORE,General Acute Care,Intensive Care,8760.0,255.0,3902.0,388
2010.0,Ventura,106560529.0,ST. JOHNS REGIONAL MEDICAL CENTER,General Acute Care,Intensive Care,3650.0,269.0,4619.0,1671
2010.0,Yolo,106571086.0,WOODLAND MEMORIAL HOSPITAL,General Acute Care,Intensive Care,2920.0,309.0,1864.0,327
2010.0,Yolo,106574010.0,SUTTER DAVIS HOSPITAL,General Acute Care,Intensive Care,2190.0,125.0,886.0,196
2010.0,Yuba,106580996.0,RIDEOUT MEMORIAL HOSPITAL,General Acute Care,Intensive Care,8760.0,232.0,3338.0,690
2011.0,Alameda,106010735.0,ALAMEDA HOSPITAL,General Acute Care,Intensive Care,2920.0,0.0,0.0,0
2011.0,Alameda,106010739.0,ALTA BATES SUMMIT MED CTR-ALTA BATES CAMPUS,General Acute Care,Intensive Care,5840.0,316.0,5143.0,1117
2011.0,Alameda,106010776.0,CHILDRENS HOSPITAL AND RESEARCH CTR AT OAKLAND,General Acute Care,Intensive Care,8395.0,607.0,6242.0,1322
2011.0,Alameda,106010805.0,EDEN MEDICAL CENTER,General Acute Care,Intensive Care,6205.0,217.0,3237.0,536
2011.0,Alameda,106010846.0,ALAMEDA CO MED CTR - HIGHLAND CAMPUS,General Acute Care,Intensive Care,7300.0,276.0,6091.0,1053
2011.0,Alameda,106010856.0,KAISER FND HOSP - OAKLAND CAMPUS,General Acute Care,Intensive Care,10950.0,274.0,5540.0,1570
2011.0,Alameda,106010858.0,KAISER FND HOSP - HAYWARD/FREMONT,General Acute Care,Intensive Care,5840.0,318.0,4173.0,1320
2011.0,Alameda,106010887.0,KINDRED HOSPITAL - SAN FRANCISCO BAY AREA,General Acute Care,Intensive Care,3650.0,45.0,1921.0,241
2011.0,Alameda,106010937.0,ALTA BATES SUMMIT MED CTR-SUMMIT CAMPUS-HAWTHORNE,General Acute Care,Intensive Care,8760.0,273.0,7802.0,1729
2011.0,Alameda,106010967.0,ST. ROSE HOSPITAL,General Acute Care,Intensive Care,3285.0,131.0,2555.0,805
2011.0,Alameda,106010983.0,VALLEY MEMORIAL HOSPITAL - LIVERMORE,General Acute Care,Intensive Care,1095.0,0.0,0.0,0
2011.0,Alameda,106010987.0,WASHINGTON HOSPITAL - FREMONT,General Acute Care,Intensive Care,4380.0,204.0,3791.0,1167
2011.0,Alameda,106013619.0,SAN LEANDRO HOSPITAL,General Acute Care,Intensive Care,1825.0,191.0,2189.0,0
2011.0,Alameda,106014050.0,VALLEYCARE MEDICAL CENTER,General Acute Care,Intensive Care,4745.0,310.0,1972.0,369
2011.0,Alameda,106014132.0,KAISER FND HOSP - FREMONT,General Acute Care,Intensive Care,3650.0,170.0,2509.0,770
2011.0,Amador,106034002.0,SUTTER AMADOR HOSPITAL,General Acute Care,Intensive Care,2190.0,190.0,1233.0,339
2011.0,Butte,106040802.0,BIGGS GRIDLEY MEMORIAL HOSPITAL,General Acute Care,Intensive Care,1460.0,124.0,768.0,208
2011.0,Butte,106040875.0,FEATHER RIVER HOSPITAL,General Acute Care,Intensive Care,4380.0,433.0,3240.0,689
2011.0,Butte,106040937.0,OROVILLE HOSPITAL,General Acute Care,Intensive Care,3650.0,253.0,2862.0,916
2011.0,Butte,106040962.0,ENLOE MEDICAL CENTER- ESPLANADE CAMPUS,General Acute Care,Intensive Care,6570.0,249.0,4333.0,1352
2011.0,Calaveras,106050932.0,MARK TWAIN ST. JOSEPHS HOSPITAL,General Acute Care,Intensive Care,2920.0,179.0,1023.0,294
2011.0,Colusa,106060870.0,COLUSA REGIONAL MEDICAL CENTER,General Acute Care,Intensive Care,2190.0,37.0,177.0,73
2011.0,Contra Costa,106070904.0,DOCTORS MEDICAL CENTER - SAN PABLO,General Acute Care,Intensive Care,12775.0,320.0,4623.0,1405
2011.0,Contra Costa,106070924.0,CONTRA COSTA REGIONAL MEDICAL CENTER,General Acute Care,Intensive Care,2920.0,184.0,2110.0,253
2011.0,Contra Costa,106070934.0,SUTTER DELTA MEDICAL CENTER,General Acute Care,Intensive Care,4380.0,187.0,2476.0,685
2011.0,Contra Costa,106070988.0,JOHN MUIR MEDICAL CENTER-WALNUT CREEK CAMPUS,General Acute Care,Intensive Care,8760.0,464.0,7751.0,1693
2011.0,Contra Costa,106070990.0,KAISER FND HOSP - WALNUT CREEK,General Acute Care,Intensive Care,8760.0,545.0,6435.0,1575
2011.0,Contra Costa,106071018.0,JOHN MUIR MEDICAL CENTER-CONCORD CAMPUS,General Acute Care,Intensive Care,13505.0,378.0,6491.0,2063
2011.0,Contra Costa,106074017.0,SAN RAMON REGIONAL MEDICAL CENTER,General Acute Care,Intensive Care,2190.0,237.0,2026.0,455
2011.0,Contra Costa,106074093.0,KAISER FND HOSP - RICHMOND CAMPUS,General Acute Care,Intensive Care,2920.0,129.0,2208.0,472
2011.0,Contra Costa,106074097.0,KAISER FOUND HSP-ANTIOCH,General Acute Care,Intensive Care,7300.0,124.0,2117.0,746
2011.0,Del Norte,106084001.0,SUTTER COAST HOSPITAL,General Acute Care,Intensive Care,2190.0,382.0,1868.0,441
2011.0,El Dorado,106090793.0,BARTON MEMORIAL HOSPITAL,General Acute Care,Intensive Care,2920.0,250.0,1268.0,254
2011.0,El Dorado,106090933.0,MARSHALL  MEDICAL CENTER (1-RH),General Acute Care,Intensive Care,2920.0,219.0,1954.0,642
2011.0,Fresno,106100005.0,CLOVIS COMMUNITY MEDICAL CENTER,General Acute Care,Intensive Care,2555.0,85.0,1974.0,403
2011.0,Fresno,106100717.0,COMMUNITY REGIONAL MEDICAL CENTER-FRESNO,General Acute Care,Intensive Care,24820.0,698.0,14110.0,2572
2011.0,Fresno,106104062.0,KAISER FND HOSP - FRESNO,General Acute Care,Intensive Care,4380.0,144.0,2194.0,664
2011.0,Fresno,106100899.0,ST. AGNES MEDICAL CENTER,General Acute Care,Intensive Care,12775.0,329.0,4904.0,819
2011.0,Humboldt,106121002.0,MAD RIVER COMMUNITY HOSPITAL,General Acute Care,Intensive Care,2190.0,99.0,1051.0,195
2011.0,Humboldt,106121051.0,REDWOOD MEMORIAL HOSPITAL,General Acute Care,Intensive Care,1460.0,153.0,990.0,187
2011.0,Humboldt,106121080.0,ST. JOSEPH HOSPITAL - EUREKA,General Acute Care,Intensive Care,1460.0,115.0,1829.0,633
2011.0,Imperial,106130699.0,EL CENTRO REGIONAL MEDICAL CENTER,General Acute Care,Intensive Care,7300.0,221.0,1006.0,239
2011.0,Imperial,106130760.0,PIONEERS MEMORIAL HOSPITAL,General Acute Care,Intensive Care,2920.0,170.0,2228.0,338
2011.0,Inyo,106141273.0,NORTHERN INYO HOSPITAL,General Acute Care,Intensive Care,1460.0,51.0,344.0,100
2011.0,Kern,106150706.0,DELANO REGIONAL MEDICAL CENTER,General Acute Care,Intensive Care,3650.0,84.0,2275.0,246
2011.0,Kern,106150722.0,BAKERSFIELD MEMORIAL HOSPITAL- 34TH STREET,General Acute Care,Intensive Care,11680.0,340.0,6270.0,1617
2011.0,Kern,106150736.0,KERN MEDICAL CENTER,General Acute Care,Intensive Care,4380.0,101.0,2471.0,475
2011.0,Kern,106150737.0,KERN VALLEY HEALTHCARE DISTRICT,General Acute Care,Intensive Care,1095.0,0.0,0.0,0
2011.0,Kern,106150761.0,MERCY HOSPITAL - BAKERSFIELD,General Acute Care,Intensive Care,7300.0,241.0,4039.0,1157
2011.0,Kern,106150775.0,GOOD SAMARITAN HOSPITAL-BAKERSFIELD,General Acute Care,Intensive Care,1460.0,2.0,13.0,4
2011.0,Kern,106150782.0,RIDGECREST REGIONAL HOSPITAL,General Acute Care,Intensive Care,5840.0,88.0,373.0,252
2011.0,Kern,106150788.0,SAN JOAQUIN COMMUNITY HOSPITAL,General Acute Care,Intensive Care,10950.0,585.0,8579.0,1719
2011.0,Kern,106154108.0,MERCY SOUTHWEST HOSPITAL,General Acute Care,Intensive Care,2920.0,159.0,1689.0,393
2011.0,Kings,106160725.0,HANFORD COMMUNITY MEDICAL CENTER,General Acute Care,Intensive Care,2260.0,0.0,0.0,0
2011.0,Kings,106164029.0,ADVENTIST MEDICAL CENTER,General Acute Care,Intensive Care,8030.0,284.0,4266.0,8
2011.0,Lake,106171049.0,ST. HELENA HOSPITAL - CLEARLAKE,General Acute Care,Intensive Care,1460.0,194.0,1362.0,286
2011.0,Lake,106171395.0,SUTTER LAKESIDE HOSPITAL,General Acute Care,Intensive Care,2190.0,127.0,918.0,157
2011.0,Los Angeles,106190017.0,ALHAMBRA HOSPITAL,General Acute Care,Intensive Care,2190.0,101.0,1411.0,377
2011.0,Los Angeles,106190034.0,ANTELOPE VALLEY HOSPITAL,General Acute Care,Intensive Care,7665.0,598.0,9877.0,2565
2011.0,Los Angeles,106190049.0,KINDRED HOSPITAL BALDWIN PARK,General Acute Care,Intensive Care,2920.0,88.0,2738.0,215
2011.0,Los Angeles,106190053.0,ST. MARY MEDICAL CENTER,General Acute Care,Intensive Care,14235.0,368.0,6108.0,897
2011.0,Los Angeles,106190066.0,BELLFLOWER MEDICAL CENTER,General Acute Care,Intensive Care,1825.0,99.0,1150.0,182
2011.0,Los Angeles,106190081.0,BEVERLY HOSPITAL,General Acute Care,Intensive Care,4380.0,77.0,3556.0,199
2011.0,Los Angeles,106190110.0,BROTMAN MEDICAL CENTER,General Acute Care,Intensive Care,3650.0,228.0,2516.0,474
2011.0,Los Angeles,106190125.0,CALIFORNIA HOSPITAL MEDICAL CENTER - LOS ANGELES,General Acute Care,Intensive Care,10220.0,536.0,7185.0,725
2011.0,Los Angeles,106190148.0,CENTINELA HOSPITAL MEDICAL CENTER,General Acute Care,Intensive Care,6935.0,308.0,5046.0,923
2011.0,Los Angeles,106190159.0,TRI-CITY REGIONAL MEDICAL CENTER,General Acute Care,Intensive Care,4745.0,156.0,2276.0,482
2011.0,Los Angeles,106190170.0,CHILDRENS HOSPITAL OF LOS ANGELES,General Acute Care,Intensive Care,27826.0,1042.0,17702.0,1577
2011.0,Los Angeles,106190176.0,CITY OF HOPE HELFORD CLINICAL RESEARCH HOSPITAL,General Acute Care,Intensive Care,6570.0,962.0,4273.0,0
2011.0,Los Angeles,106190196.0,KINDRED HOSPITAL SOUTH BAY,General Acute Care,Intensive Care,1460.0,50.0,1417.0,75
2011.0,Los Angeles,106190197.0,COMMUNITY HOSPITAL OF HUNTINGTON PARK,General Acute Care,Intensive Care,1460.0,39.0,753.0,221
2011.0,Los Angeles,106190198.0,LOS ANGELES COMMUNITY HOSPITAL,General Acute Care,Intensive Care,2190.0,82.0,2097.0,250
2011.0,Los Angeles,106190200.0,SAN GABRIEL VALLEY MEDICAL CENTER,General Acute Care,Intensive Care,6935.0,347.0,4596.0,741
2011.0,Los Angeles,106190240.0,LAKEWOOD REGIONAL MEDICAL CENTER,General Acute Care,Intensive Care,2920.0,472.0,5406.0,1141
2011.0,Los Angeles,106190243.0,DOWNEY REGIONAL MEDICAL CENTER,General Acute Care,Intensive Care,2920.0,152.0,2288.0,667
2011.0,Los Angeles,106190256.0,EAST LOS ANGELES DOCTORS HOSPITAL,General Acute Care,Intensive Care,1460.0,31.0,1190.0,120
2011.0,Los Angeles,106190280.0,ENCINO HOSPITAL MEDICAL CENTER,General Acute Care,Intensive Care,8030.0,20.0,760.0,81
2011.0,Los Angeles,106190298.0,FOOTHILL PRESBYTERIAN HOSPITAL-JOHNSTON MEMORIAL,General Acute Care,Intensive Care,3285.0,505.0,4217.0,658
2011.0,Los Angeles,106190305.0,KINDRED HOSPITAL - LOS ANGELES,General Acute Care,Intensive Care,1825.0,86.0,1724.0,79
2011.0,Los Angeles,106190307.0,"PACIFIC ALLIANCE MEDICAL CENTER, INC.",General Acute Care,Intensive Care,3285.0,122.0,1528.0,446
2011.0,Los Angeles,106190315.0,GARFIELD MEDICAL CENTER,General Acute Care,Intensive Care,5110.0,281.0,4158.0,860
2011.0,Los Angeles,106190323.0,GLENDALE ADVENTIST MEDICAL CENTER - WILSON TERRACE,General Acute Care,Intensive Care,8030.0,249.0,5880.0,1296
2011.0,Los Angeles,106190328.0,EAST VALLEY HOSPITAL MEDICAL CENTER,General Acute Care,Intensive Care,1825.0,108.0,1185.0,115
2011.0,Los Angeles,106190352.0,GREATER EL MONTE COMMUNITY HOSPITAL,General Acute Care,Intensive Care,1825.0,202.0,2014.0,497
